idx,question,category,true_answer,model_answer,accuracy,confidence
94969,'There with a type of pack on his aching shoulder sat the best pitcher on our staff',AN I FOR AN A,ice & ace,"What is ""There with a pack on his aching shoulder sat the best pitcher on our staff,"" with the letter ""I"" replaced by the letter ""A"" in the word ""pack""?",1,0.95
39036,"'The first point after this is advantage, Mr. Bigalow'",TENNIS TALK,deuce,"What is ""deuce""?",1,0.95
135831,"'On this holiday, the U.S. flag flies at half-staff from sunrise to noon & at full staff from noon to sunset'",THE MIDDAY SUN,Memorial Day,What is Memorial Day?,1,0.9
63162,'A 1979 hit by Supertramp gave you these directions for finding your way to your abode',"""LONG"" SONGS","""Take The Long Way Home""","What is ""Take the Long Way Home""?",1,1.0
97423,"'""Title"" for Conrad's Jim<br />(4)'","LITERARY CROSSWORD CLUES ""L""",Lord,"What is ""Lord""?",1,0.9
94637,"'Specific type of nail-knocker seen <a href=""http://www.j-archive.com/media/2007-04-30_J_03.jpg"" target=""_blank"">here</a>'","OR ""LAW"" SCHOOL?",a claw hammer,"What is ""Law"" School? (The image shows a gavel, a tool commonly used by judges in courtrooms.)",0,0.99
202862,"'From the Latin for ""throat"", it's the morning activity heard here'",SOUNDGARDEN,gargling,"What is ""Spoonman""?",0,0.9
69418,"'Leviticus 11:10 says ""all that have not fins and"" these ""in the seas"" shall be an abomination'",BIBLICAL ABOMINATIONS,scales,What are scales?,1,0.95
89486,"'Gaze upon a <a href=""http://www.j-archive.com/media/2008-10-07_J_27.jpg"" target=""_blank"">representation</a> of the tragic end of this character'",A MOTHER GOOSE PICTORIAL,Humpty Dumpty,Who is Humpty Dumpty?,1,1.0
168391,"'""It's getting late, have you seen my mates, Ma tell me when the boys get here""'",ELTON JOHN SONGS,"""Saturday Night\'s Alright for Fighting""","What is the opening line to Elton John's song ""Saturday Night's Alright for Fighting""?",1,1.0
41275,"'The inhabitants of the Empire didn't call themselves ""Byzantines"" but these imperial people'",A BYZANTINE CATEGORY,Romans,What are the Romans?,1,0.65
177119,"'Near the end of ""Through the Looking Glass"", this queen disappears in a bowl of soup'",CHILDREN'S LITERATURE,White Queen,Who is the Queen of Hearts?,0,0.95
67783,"'Although he gained fame as ""Mr. October"", he holds the career record for the most strikeouts by a batter--2,597'",HITMEN,Reggie Jackson,Who is Reggie Jackson?,1,1.0
102956,'On August 31 the people of Kyrgyzstan celebrate its break from this country',INDEPENDENCE DAYS,Soviet Union/Russia,What is the Soviet Union?,1,1.0
111548,"'Funny in 1600 Dept.: When the king, acting fatherly, says, ""Clouds still hang on you"", Hamlet says, ""I am too much in"" this'",PUNS,the son,"What is ""in the air""?",0,0.8
129290,'Hope & ____',CLASSIC COMEDY TEAMS,(Bing) Crosby,Who is Hope & Crosby?,0,1.0
118583,"'""Fiddler on the Roof"" may be the most famous American musical set in this country'",BROADWAY MUSICAL SETTINGS,Russia,What is Russia?,1,0.95
86959,"'Goat stew is savored on this ""C"" of the ABC Islands, which lent its name to an orange-peel liqueur'",CARIBBEAN CUISINE,Curacao,What is Curacao?,1,0.95
151368,'He was the first U.S. president not of British descent',U.S. PRESIDENTS,Martin Van Buren,Who is John Adams?,0,0.1
8580,"'Depending on the species, a bird can have 940 to 25,000 of them'",BIRDS,feathers,What are feathers?,1,0.99
164488,"'This Nobel Prize-winning author adapted a version of his mother's name, Bathsheba, as part of his pen name'",JUDAICA,Isaac Bashevis Singer,Who is Shmuel Yosef Agnon?,0,0.9
212875,'Nothing against Trekkies but Leonard Nimoy says true believers prefer this term',BIG FAN,Trekkers,"What is ""Vulcanites""?",0,0.5
19593,"'After her release from jail in 2007, she promised to stop partying but then had her 27th birthday in Vegas wearing lingerie'",THE BRAT FEST,Paris Hilton,Who is Paris Hilton?,1,0.95
59152,"'With all the controversy, this James Frey ""memoir"" now comes with notes from the publisher & author'",IN THE BOOKSTORE,A Million Little Pieces,"What is ""A Million Little Pieces""?",1,1.0
61960,"'This term for strenuous extra effort sounds like it means ""Arm joint lubricant""'",BODY LANGUAGE,Elbow Grease,"What is ""going the extra mile""?",0,0.9
116123,"'The soft, pliant leather from this cud-chewing goat is used as a polishing cloth & to make shirts'",THEY HAVE HOOVES,a chamois,What is a chamois?,1,0.9
11541,"'Once U.S. drug czar, & New York City's police commissioner, he became mayor of Houston in 1998'",MAYORS,Lee Brown,Who is Lee Brown?,1,0.8
138640,"'Something needed before you can do something else, like a course you must take before enrolling in a more advanced one'",12-LETTER WORDS,a prerequisite,What is a prerequisite?,1,0.95
64454,"'""Lane"",<br />""Lover "" &<br />""For Your Thoughts ""'",SONG TITLES' MISSING BEGINNINGS,"""Penny""","What is ""Penny"", ""You Don't Know Me"" and ""A Penny""?",1,1.0
12794,'2 of the first 3 metallic colors introduced',CRAYOLA CRAYON COLORS,"Gold, silver &/or copper",What are copper and silver?,1,0.9
17594,'GM plans to build Saturn cars in Spring Hill while Nissan has a plant at nearby Smyrna in this state',THE AUTO INDUSTRY,Tennessee,What is Tennessee?,1,0.9
45391,"'Evo Morales, an Aymara Indian, is this nation's first indigenous president'","""BO""s",Bolivia,What is Bolivia?,1,0.95
65892,'In 1998 it became the seventh continent to get an ESPN feed',COME HERE OFTEN?,Antarctica,What is Australia?,1,0.7
53911,'This king was the great-grandfather of France's King Louis XV',ROYALTY,Louis XIV,Who is King Louis XIV?,1,0.9
99797,"'From the Greek for ""five scrolls"", it's the term used for the first 5 books of the Bible'",IT'S ALL GREEK TO ME,Pentateuch,What is the Pentateuch?,1,0.9
31875,"'This actor-playwright's acclaimed 1980 drama ""True West"" was finally produced on Broadway in 2000'",THEATRE,Sam Shepard,Who is Sam Shepard?,1,1.0
76930,"'Colleen McCullough's novel ""The Ladies of Missalonghi"" is set in the Blue Mountains of this country'",CONTEMPORARY FICTION,Australia,What is Australia?,1,0.95
67057,"'Type of bag carried by soldiers or sailors, or a simple song'",WORDS,Ditty,"What is a ""ditty bag""?",1,1.0
73317,'This famous nebula is the remnant of a supernova observed in 1054',ASTRONOMY,the Crab Nebula,What is the Crab Nebula?,1,1.0
66328,"'Henry Wirz, the commandant of Andersonville Prison, was executed for these'",THE W.C.,war crimes,What is war crimes?,1,1.0
13396,"'Like gumbo, a stew called burgoo is traditionally thickened with this vegetable'",HODGEPODGE,okra,What is okra?,1,0.8
131710,"'The melody of this 1967 Procol Harum hit was based on the Bach cantata ""Sleepers Awake""'",COLORFUL ROCK,"""A Whiter Shade Of Pale""","What is ""A Whiter Shade of Pale""?",1,0.95
110992,'The place is another word for Australia's outback; the person is the most powerful man in the world',"PERSON, PLACE OR THING",Bush,What is the Bush and the President of the United States?,0,0.95
70823,'A JPL engineer designed this Larami Ltd. product that puts water pistols to shame',THE JET PROPULSION LABORATORY,Super Soaker,What is the Super Soaker?,1,0.95
26779,"'At the end of this Pat Conroy novel, Tom Wingo whispers, ""Lowenstein, Lowenstein""'",MODERN NOVELS,The Prince of Tides,"What is ""The Prince of Tides""?",1,1.0
59307,'The Walloons' homeland was in this 3-part area subdued by Julius Caesar',WALLOONS,Gaul,What is Gaul?,1,0.95
59985,'Maurice Wilkins shared the 1962 Nobel Prize with these 2 guys for determining the structure of DNA',LESSER-KNOWN NAMES,Watson & Crick,Who are James Watson and Francis Crick?,1,0.95
158110,"'If preparations are going poorly, just remember, ""bad"" this, ""good show""'","""RE""RUNS",rehearsal,"What is ""dress rehearsal""?",0,0.9
46611,"'""Going out""; it's a book in the Bible'",FROM THE GREEK FOR...,Exodus,What is Exodus?,1,0.95
48962,'Tony Stewart was the 2005 champion of the cup named for this company',CELL-PHONING IT IN,Nextel,What is the Sprint Cup?,0,1.0
171830,'The Huxtables began their 8-year dominance of the Nielsen ratings on this sitcom',1984 TV DEBUTS,The Cosby Show,What is The Cosby Show?,1,1.0
78935,'This phrase about where we wanted our northern border was a Polk campaign slogan',HISTORIC NUMBERS,"""54-40 or fight!""","What is ""54-40 or Fight""?",1,0.95
2367,"'The creature known as this ""false"" arachnid has venomous pincers & no tail'",THE STING,a scorpion,What is a scorpion?,1,1.0
22607,'The V pope of this name came in like a lion in 903 (but went out like a lamb by 904)',SHORT PAPAL,Leo,Who is Pope Leo V?,1,0.8
185892,"'As Master Chief, shoot at the Covenant, massacre the flood; rinse, repeat'",GAME DESCRIPTIONS,Halo,What is Halo?,1,1.0
98462,"'In 55 B.C. Cicero published ""On"" this type of person who may be described as silver-tongued'",THE ANCIENTS,an orator,Who is an orator?,1,0.9
119291,"'While living in these New York mountains, Robert Louis Stevenson began writing ""The Master of Ballantrae""'",NEW YORK STATE,the Adirondacks,What are the Adirondack Mountains?,1,0.7
39928,"'This term also heard on CB radio refers to a wave that's ""plunging"" or ""spilling"" on the shore'",WATER WORLD,breaker,What is a breaker?,1,1.0
136684,"'From the Sanskrit for ""duty"", one of its dhefinitions is the teaching of the Buddha'","TER""MA""NATORS",dharma,What is Dharma?,1,1.0
184209,'This capital's Frontier Days celebration has been held every year since 1897',AMERICANA,"Cheyenne, Wyoming","What is Cheyenne, Wyoming?",1,0.95
85452,"'If you're grouchy now it may be because you ""got up on"" this in the morning'",FAMILIAR PHRASES,the wrong side of the bed,What is the wrong side of the bed?,1,0.9
159220,"'A sulking, petulant child, or a long-legged pigeon'",6-LETTER WORDS,a pouter,What is a squab?,0,0.9
193939,'Ride in restored 1930s passenger cars on the Oil Creek and Titusville Railroad in this state',ALL ABOARD!,Pennsylvania,What is Pennsylvania?,1,0.9
199450,"'Made an overture to ""A Midsummer Night's Dream"" in 1826, went gentle into that good night on Nov. 4, 1847 in Leipzig'","COMPOSING, DECOMPOSING",Felix Mendelssohn,Who is Felix Mendelssohn?,1,0.9
61591,"'A theatre employee knows that this 1-named singer made his B'way debut in ""Chicago"" in 2006'",BROADWAY DEBUTS,Usher,Who is Usher?,1,0.85
199445,"'Checked in with ""Cello Concerto in B Minor"" in 1895, Czech-ed out in Prague on May 1, 1904'","COMPOSING, DECOMPOSING",Dvorak,Who is Antonin Dvorak?,1,1.0
153338,"'(<a href=""http://www.j-archive.com/media/2005-09-29_DJ_25.jpg"" target=""_blank"">Tom Ridge reads.</a>)  I led the largest reorganization of the government since the 1940s, including bringing the Secret Service, customs, & this whole military service into the DHS'",LET'S BE SECURE,the Coast Guard,What is the Coast Guard?,1,1.0
159610,"'Alphabetically, it's right after radium'",NAME THAT ELEMENT,radon,What is radon?,1,0.8
129957,"'Maintaining the Dutch theme, one of Harlem's major newspapers is the ""News"" bearing the name of this city'",HARLEM SHUFFLE,Amsterdam,"What is ""Amsterdam""?",1,0.9
14993,'It's the earthy term for crystal lime nodules like the one seen here',ROCK ME,Geode,"What is ""rock""?",0,1.0
211893,"'(VIDEO DAILY DOUBLE):<br />""Effervescent"" nickname of the opera singer seen here<br /><br />[photo from a 1996 <i>Celebrity Jeopardy!</i> appearance]'",ALL ABOUT OPERA,"""Bubbles"" (Beverly Sills)","What is ""The Queen of the Night""?",0,0.0
116161,"'Once seen as Emma Peel, she was Mrs. Danvers in ""Rebecca"" on ""Masterpiece Theatre""'",THERE'S NOTHING LIKE A DAME,Diana Rigg,Who is Dame Diana Rigg?,1,1.0
128952,"'The capital of this country is within 100 miles of France, Germany, Italy & Liechtenstein'",THAT'S BORDERLINE,Switzerland,What is Austria?,0,0.95
59531,"'Tony was so adept in his first primate movie, ""Going Ape!"", he was teamed up again with one in the sequel to this 1981 racing flick'","HOLD ME CLOSER, TONY DANZA",The Cannonball Run,"What is ""Cannonball Run""?",1,0.85
60111,"'In 2008 Kelvin Sampson found he could no longer phone it in as hoops coach of this ""Hoosier"" school'",SPORTS,Indiana,What is Indiana University?,0,0.9
185865,"'<a href=""http://www.j-archive.com/media/2012-01-06_J_10.jpg"" target=""_blank"">This</a> youthful fellow had a bad run-in with the authorities in 1934'","I WANT MY ""BABY"" BACK, ""BABY"" BACK",Baby Face Nelson,"Who is ""Baby Face"" Nelson?",1,0.9
84442,"'Better-known name of the Washington, D.C. hill once known as Jenkins' Hill'",IN THEM THAR HILLS,Capitol Hill,What is Capitol Hill?,1,1.0
157207,"'This first great collaborator of Richard Rodgers wrote ""My Funny Valentine"" & ""Isn't it Romantic?""'",LYRICISTS,Lorenz Hart,Who is Lorenz Hart?,1,0.95
100189,'Bedouin costumes like these abound in this country that's east of Israel & west of Saudi Arabia',CLOTHES MAKE THE LAND,Jordan,What is Jordan?,1,0.8
56384,"'Yes, this American Motors car shares its name with a WWII engine trouble-causing imp... what, no sale?'",HONEST AL TREBEK'S USED CARS,a Gremlin,What is the Gremlin?,1,1.0
43718,'History-loving Edgar Lawrence...',MEN & WOMEN OF LETTERS,(E.L.) Doctorow,Who was E.L. Doctorow?,1,0.95
155640,"'This humorist said, ""Politics has got so expensive that it takes lots of money to even get beat with""'",QUOTATIONS,Will Rogers,Who is Will Rogers?,1,1.0
86151,'This French holiday falls on July 14',INTERNATIONAL HOLIDAYS & OBSERVANCES,Bastille Day,What is Bastille Day?,1,1.0
91089,'In the Trojan War Ajax grew frenzied & killed himself when this man's armor was given to Ulysses',GREEK MYTHOLOGY,Achilles,Who is Achilles?,1,0.9
157599,"'James, brother of this Philadelphian, began publishing Rhode Island's first newspaper in 1732'",PRE-CIVIL WAR AMERICA,Ben Franklin,Who is Benjamin Franklin?,1,0.5
1994,"'On Aug. 2, 1826 at Boston's Faneuil Hall, this great orator delivered a eulogy on Jefferson & Adams'",AMERICAN HISTORY,Daniel Webster,Who is Daniel Webster?,1,0.9
172424,"'In ""Batman Returns"" Paul Reubens played the father of this Danny DeVito character'",THE MOVIES,The Penguin,Who is the Penguin?,1,0.95
15579,'Hope your Moosehead has a nice head on it in this country',BEER COUNTRY OF ORIGIN,Canada,What is Canada?,1,0.9
33955,"'Some believe the word gimmick began as gimac, an anagram of this'",WORD ORIGINS,magic,What is magic?,1,0.9
132484,'Term for the astronomical event that heralds the beginning of summer',ASTRONOMY,the solstice,What is the summer solstice?,0,0.95
97588,'1973:<br />Butterflies aren't free for Dustin Hoffman',SLAMMER CINEMA,Papillon,"What is ""Papillon""?",1,0.9
26857,"'Phrase following ""So you met someone who set you back on your heels""'",JOHNNY MERCER LYRICS,"""Goody Goody""","What is ""Goody, Goody""?",1,0.95
213753,"'While Hannibal was working out how to take Rome, this ""Eureka"" mathematician was killed by a Roman soldier'",CONTEMPORARIES,Archimedes,Who is Archimedes?,1,0.9
148415,"'In 2000 he got only 2.8 million votes, yet some say he tipped the election to the winner'",THE BIGGEST LOSER,(Ralph) Nader,Who is Ralph Nader?,1,0.9
20075,"'Kids like to do them with their bikes, off the curb'","SAY ""WH""?",Wheelies,What are wheelies?,1,0.9
139217,'The state's southernmost county shares its name with this big city',SO. CAL. STUDIES,San Diego,What is San Diego?,1,1.0
182892,'Only 12 episodes were made of this series starring John Cleese as a Torquay hotelier',BRITISH TV,"""Fawlty Towers""",What is Fawlty Towers?,1,0.9
183200,'This poet was the first black--& the first female--streetcar conductor in San Francisco',CITY OF THE DAY: SAN FRANCISCO,Maya Angelou,Who is Maya Angelou?,1,0.9
70380,'Some scholars believe that this wife of Akhenaton was not Egyptian but an Asian princess from Syria',WORLD HERSTORY,Nefertiti,Who was Queen Nefertiti?,1,0.9
